title,year,pages,key_words,abstract,DOI,type
MyGeoHub - A sustainable and evolving geospatial science gateway.,2019.0,12,Databases|Computer Architecture|Computer Networking|Data Processing|Operating Systems|Big Data|Distributed Systems|Hardware|Machine Learning|Data Modeling,MyGeoHub - A sustainable and evolving geospatial science gateway.,journals/fgcs/KalyanamZSBKKSV19,poster
Computational origami environment on the web.,2008.0,10,MLOps|Data Processing|Operating Systems|Big Data|Data structures & Algorithms|Data Science|Machine Learning|Data Modeling,Computational origami environment on the web.,journals/fcsc/KasemI08,demo paper
An efficient volume- rendering algorithm with an analytic approach.,1996.0,27,Computer Architecture|MLOps|Languages & Compilers|Hardware|Machine Learning,An efficient volume- rendering algorithm with an analytic approach.,journals/vc/LinC96,poster
Product Cost Management Structures: a review and neural network modelling.,2003.0,24,Languages & Compilers|Operating Systems|Computer Science|Information Systems|Data structures & Algorithms|Data Science|Databases,Product Cost Management Structures: a review and neural network modelling.,journals/ajis/JhaMGM03,demo paper
UCL facsimile system.,1982.0,13,Computer Architecture|Data Science|Machine Learning,UCL facsimile system.,journals/rfc/rfc809,full paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,2018.0,25,Databases|Computer Networking|Languages & Compilers|MLOps|Operating Systems|Big Data|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science|Databases|Machine Learning,A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,journals/asc/OsabaSSBC18,short paper
Human-computer interaction and standardization.,1993.0,17,MLOps|Indexing|Big Data|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science,Human-computer interaction and standardization.,journals/standardview/Brown93,short paper
"Software engineering: a programming approach 2nd Edition : D Bell, I Morrey and J Pugh Prentice-Hall (1992) 338 pp £16.95 ISBN 0 13 832536 7.",1993.0,28,Computer Networking|MLOps|Operating Systems|Distributed Systems|Computer Science|Hardware|Databases,"Software engineering: a programming approach 2nd Edition : D Bell, I Morrey and J Pugh Prentice-Hall (1992) 338 pp £16.95 ISBN 0 13 832536 7.",journals/infsof/Marshall93,poster
Objective Methods for Reliable Detection of Concealed Depression.,2015.0,20,Databases|Computer Architecture|Computer Networking|Languages & Compilers|Data Processing|MLOps|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science|Machine Learning|Data Modeling,Objective Methods for Reliable Detection of Concealed Depression.,journals/fiict/SolomonVMC15,short paper
Argumentation and CP-Boolean Games.,2010.0,19,Computer Architecture|Data Processing|Indexing|Distributed Systems|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Argumentation and CP-Boolean Games.,journals/ijait/BonzonDL10,full paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,2014.0,17,Databases|Computer Architecture|MLOps|Computer Networking|Data Processing|Operating Systems|Indexing|Distributed Systems|Computer Science|Information Systems|Databases,The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,journals/ajiips/DyusembaevGK14,poster
A Semantic Approach to Virtual World Standards.,2011.0,20,Computer Architecture|MLOps|Indexing|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Data Science,A Semantic Approach to Virtual World Standards.,journals/internet/Burden11,full paper
Convergence of Sparse Collocation for Functions of Countably Many Gaussian Random Variables (with Application to Elliptic PDEs).,2018.0,12,Databases|MLOps|Operating Systems|Big Data|Mathematics for Computer Science|Data structures & Algorithms|Data Science,Convergence of Sparse Collocation for Functions of Countably Many Gaussian Random Variables (with Application to Elliptic PDEs).,journals/siamnum/ErnstST18,poster
Protocols for reliable data transport in space internet.,2009.0,28,Big Data|Databases|Languages & Compilers|Data structures & Algorithms,Protocols for reliable data transport in space internet.,journals/comsur/WangTJS09,poster
Joint transmit antenna selection and precoding for millimeter wave massive MIMO systems.,2020.0,27,Databases|Computer Architecture|MLOps|Computer Networking|Data Processing|Operating Systems|Big Data|Distributed Systems|Computer Science|Data structures & Algorithms|Data Science|Databases,Joint transmit antenna selection and precoding for millimeter wave massive MIMO systems.,journals/phycomm/KhalidMAKN20,short paper
Stabilizing an Uncertain Production System.,1989.0,15,Computer Architecture|MLOps|Operating Systems|Indexing|Data structures & Algorithms|Data Science,Stabilizing an Uncertain Production System.,journals/questa/CourcoubetisKWW89,short paper
Small-Cell Assisted Group Paging for Massive MTC in LTE Networks: Design and Analysis.,2021.0,19,Databases|Computer Architecture|MLOps|Data Processing|Operating Systems|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Machine Learning,Small-Cell Assisted Group Paging for Massive MTC in LTE Networks: Design and Analysis.,journals/access/BuiNHP21,full paper
A Wave Digital Newton-Raphson Method for Virtual Analog Modeling of Audio Circuits with Multiple One-Port Nonlinearities.,2021.0,23,MLOps|Big Data|Computer Science|Information Systems|Databases,A Wave Digital Newton-Raphson Method for Virtual Analog Modeling of Audio Circuits with Multiple One-Port Nonlinearities.,journals/taslp/BernardiniBFS21,demo paper
A novel factorial design search to determine realizable constant sets for a multi-mechanism model of mixing sensitive precipitation.,2017.0,21,Databases|Operating Systems|Big Data|Mathematics for Computer Science,A novel factorial design search to determine realizable constant sets for a multi-mechanism model of mixing sensitive precipitation.,journals/cce/MalutaEJKK17,demo paper
An O(n log n) Algorithm for Rectilinear Minimal Spanning Trees.,1979.0,26,Databases|Computer Architecture|MLOps|Data Processing|Operating Systems|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Modeling,An O(n log n) Algorithm for Rectilinear Minimal Spanning Trees.,journals/jacm/Hwang79,demo paper
An Energy Efficient Sink Location Service for Continuous Objects in Wireless Sensor Networks.,2020.0,12,Computer Architecture|MLOps|Data Processing|Computer Networking|Big Data|Distributed Systems|Databases|Machine Learning,An Energy Efficient Sink Location Service for Continuous Objects in Wireless Sensor Networks.,journals/sensors/KimKCKO20,full paper
Linear transformations for cross-lingual semantic textual similarity.,2020.0,18,MLOps|Languages & Compilers|Data structures & Algorithms|Hardware,Linear transformations for cross-lingual semantic textual similarity.,journals/kbs/Brychcin20,poster
Offline signature verification using shape correspondence.,2018.0,27,MLOps|Languages & Compilers|Big Data|Distributed Systems|Information Systems|Data structures & Algorithms|Databases|Machine Learning|Data Modeling,Offline signature verification using shape correspondence.,journals/ijbm/NarwadeSB18,short paper
Analysis of the Reliability of LoRa.,2021.0,22,Databases|Computer Architecture|Computer Networking|MLOps|Languages & Compilers|Operating Systems|Indexing|Mathematics for Computer Science|Information Systems|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Analysis of the Reliability of LoRa.,journals/icl/Qadir21,full paper
Improved Electric Field Distribution Within Bushing Insulation by EP/GO Nanocomposites With Reduced Temperature Coefficient of Conductivity.,2020.0,26,Computer Architecture|Computer Networking|MLOps|Languages & Compilers|Operating Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science|Databases|Machine Learning,Improved Electric Field Distribution Within Bushing Insulation by EP/GO Nanocomposites With Reduced Temperature Coefficient of Conductivity.,journals/access/DuSKYL20,full paper
"Incomplete Markets, Allocative Efficiency, and the Information Revealed by Prices.",2000.0,20,Computer Architecture|MLOps|Computer Networking|Indexing|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Databases,"Incomplete Markets, Allocative Efficiency, and the Information Revealed by Prices.",journals/jet/CitannaV00,poster
A forward-backward fragment assembling algorithm for the identification of genomic amplification and deletion breakpoints using high-density single nucleotide polymorphism (SNP) array.,2007.0,29,Computer Networking|Data Processing|Languages & Compilers|Indexing|Data Science|Data Modeling,A forward-backward fragment assembling algorithm for the identification of genomic amplification and deletion breakpoints using high-density single nucleotide polymorphism (SNP) array.,journals/bmcbi/YuYSLCJBWZ07,poster
Comparison of four mathematical models to analyze indicator-dilution curves in the coronary circulation.,2011.0,17,Computer Architecture|Computer Networking|Data Processing|Mathematics for Computer Science|Data structures & Algorithms|Data Science,Comparison of four mathematical models to analyze indicator-dilution curves in the coronary circulation.,journals/mbec/BrandsVT11,full paper
Time discretization and stability regions for dissipative-dispersive Kuramoto-Sivashinsky equation arising in turbulent gas flow over laminar liquid.,2018.0,24,Databases|Computer Architecture|MLOps|Computer Networking|Languages & Compilers|Data Processing|Indexing|Distributed Systems|Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Machine Learning,Time discretization and stability regions for dissipative-dispersive Kuramoto-Sivashinsky equation arising in turbulent gas flow over laminar liquid.,journals/jcam/MouloudFWK18,poster
Intraoperative visualization of cerebral oxygenation using hyperspectral image data: a two-dimensional mapping method.,2014.0,16,Computer Architecture|MLOps|Data Processing|Operating Systems|Indexing|Big Data|Computer Science|Mathematics for Computer Science|Data Science|Databases,Intraoperative visualization of cerebral oxygenation using hyperspectral image data: a two-dimensional mapping method.,journals/cars/MoriCNKMATKYMSH14,demo paper
Drivers and barriers for secure hardware adoption across ecosystem stakeholders.,2022.0,24,Computer Networking|Languages & Compilers|Data structures & Algorithms|Data Science|Databases|Data Modeling,Drivers and barriers for secure hardware adoption across ecosystem stakeholders.,journals/cybersec/TomlinsonPS22,demo paper
Development of a Novel Burned-Area Subpixel Mapping (BASM) Workflow for Fire Scar Detection at Subpixel Level.,2022.0,27,Data Processing|Languages & Compilers|Distributed Systems|Computer Science|Data Modeling,Development of a Novel Burned-Area Subpixel Mapping (BASM) Workflow for Fire Scar Detection at Subpixel Level.,journals/remotesensing/XuZZZZZ22,poster
