name,area,type
Product Cost Management Structures: a review and neural network modelling.,Data structures & Algorithms,paper
Product Cost Management Structures: a review and neural network modelling.,Data Science,paper
Product Cost Management Structures: a review and neural network modelling.,Databases,paper
UCL facsimile system.,Computer Architecture,paper
UCL facsimile system.,Data Science,paper
UCL facsimile system.,Machine Learning,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Data Management,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Computer Networking,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Languages & Compilers,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,MLOps,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Operating Systems,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Big Data,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Computer Science,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Mathematics for Computer Science,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Information Systems,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Data structures & Algorithms,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Data Science,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Databases,paper
A discrete water cycle algorithm for solving the symmetric and asymmetric traveling salesman problem.,Machine Learning,paper
Human-computer interaction and standardization.,MLOps,paper
Human-computer interaction and standardization.,Indexing,paper
Human-computer interaction and standardization.,Big Data,paper
Human-computer interaction and standardization.,Computer Science,paper
Human-computer interaction and standardization.,Mathematics for Computer Science,paper
Human-computer interaction and standardization.,Data structures & Algorithms,paper
Human-computer interaction and standardization.,Hardware,paper
Human-computer interaction and standardization.,Data Science,paper
"Software engineering: a programming approach 2nd Edition : D Bell, I Morrey and J Pugh Prentice-Hall (1992) 338 pp £16.95 ISBN 0 13 832536 7.",Computer Networking,paper
"Software engineering: a programming approach 2nd Edition : D Bell, I Morrey and J Pugh Prentice-Hall (1992) 338 pp £16.95 ISBN 0 13 832536 7.",MLOps,paper
"Software engineering: a programming approach 2nd Edition : D Bell, I Morrey and J Pugh Prentice-Hall (1992) 338 pp £16.95 ISBN 0 13 832536 7.",Operating Systems,paper
"Software engineering: a programming approach 2nd Edition : D Bell, I Morrey and J Pugh Prentice-Hall (1992) 338 pp £16.95 ISBN 0 13 832536 7.",Distributed Systems,paper
"Software engineering: a programming approach 2nd Edition : D Bell, I Morrey and J Pugh Prentice-Hall (1992) 338 pp £16.95 ISBN 0 13 832536 7.",Computer Science,paper
"Software engineering: a programming approach 2nd Edition : D Bell, I Morrey and J Pugh Prentice-Hall (1992) 338 pp £16.95 ISBN 0 13 832536 7.",Hardware,paper
"Software engineering: a programming approach 2nd Edition : D Bell, I Morrey and J Pugh Prentice-Hall (1992) 338 pp £16.95 ISBN 0 13 832536 7.",Databases,paper
Objective Methods for Reliable Detection of Concealed Depression.,Data Management,paper
Objective Methods for Reliable Detection of Concealed Depression.,Computer Architecture,paper
Objective Methods for Reliable Detection of Concealed Depression.,Computer Networking,paper
Objective Methods for Reliable Detection of Concealed Depression.,Languages & Compilers,paper
Objective Methods for Reliable Detection of Concealed Depression.,Data Processing,paper
Objective Methods for Reliable Detection of Concealed Depression.,MLOps,paper
Objective Methods for Reliable Detection of Concealed Depression.,Computer Science,paper
Objective Methods for Reliable Detection of Concealed Depression.,Mathematics for Computer Science,paper
Objective Methods for Reliable Detection of Concealed Depression.,Information Systems,paper
Objective Methods for Reliable Detection of Concealed Depression.,Data structures & Algorithms,paper
Objective Methods for Reliable Detection of Concealed Depression.,Data Science,paper
Objective Methods for Reliable Detection of Concealed Depression.,Machine Learning,paper
Objective Methods for Reliable Detection of Concealed Depression.,Data Modeling,paper
Argumentation and CP-Boolean Games.,Computer Architecture,paper
Argumentation and CP-Boolean Games.,Data Processing,paper
Argumentation and CP-Boolean Games.,Indexing,paper
Argumentation and CP-Boolean Games.,Distributed Systems,paper
Argumentation and CP-Boolean Games.,Mathematics for Computer Science,paper
Argumentation and CP-Boolean Games.,Information Systems,paper
Argumentation and CP-Boolean Games.,Data structures & Algorithms,paper
Argumentation and CP-Boolean Games.,Hardware,paper
Argumentation and CP-Boolean Games.,Data Science,paper
Argumentation and CP-Boolean Games.,Databases,paper
Argumentation and CP-Boolean Games.,Machine Learning,paper
Argumentation and CP-Boolean Games.,Data Modeling,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,Data Management,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,Computer Architecture,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,MLOps,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,Computer Networking,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,Data Processing,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,Operating Systems,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,Indexing,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,Distributed Systems,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,Computer Science,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,Information Systems,paper
The Conditions of Solvability of the Inverse Problem of Operator Equation for a Pattern Recognition Neurooperator Model.,Databases,paper
A Semantic Approach to Virtual World Standards.,Computer Architecture,paper
A Semantic Approach to Virtual World Standards.,MLOps,paper
A Semantic Approach to Virtual World Standards.,Indexing,paper
A Semantic Approach to Virtual World Standards.,Big Data,paper
A Semantic Approach to Virtual World Standards.,Distributed Systems,paper
A Semantic Approach to Virtual World Standards.,Computer Science,paper
A Semantic Approach to Virtual World Standards.,Mathematics for Computer Science,paper
A Semantic Approach to Virtual World Standards.,Data Science,paper
Convergence of Sparse Collocation for Functions of Countably Many Gaussian Random Variables (with Application to Elliptic PDEs).,Data Management,paper
Convergence of Sparse Collocation for Functions of Countably Many Gaussian Random Variables (with Application to Elliptic PDEs).,MLOps,paper
Convergence of Sparse Collocation for Functions of Countably Many Gaussian Random Variables (with Application to Elliptic PDEs).,Operating Systems,paper
Convergence of Sparse Collocation for Functions of Countably Many Gaussian Random Variables (with Application to Elliptic PDEs).,Big Data,paper
Convergence of Sparse Collocation for Functions of Countably Many Gaussian Random Variables (with Application to Elliptic PDEs).,Mathematics for Computer Science,paper
Convergence of Sparse Collocation for Functions of Countably Many Gaussian Random Variables (with Application to Elliptic PDEs).,Data structures & Algorithms,paper
Convergence of Sparse Collocation for Functions of Countably Many Gaussian Random Variables (with Application to Elliptic PDEs).,Data Science,paper
Protocols for reliable data transport in space internet.,Big Data,paper
Protocols for reliable data transport in space internet.,Databases,paper
Protocols for reliable data transport in space internet.,Languages & Compilers,paper
Protocols for reliable data transport in space internet.,Data structures & Algorithms,paper
Joint transmit antenna selection and precoding for millimeter wave massive MIMO systems.,Data Management,paper
Joint transmit antenna selection and precoding for millimeter wave massive MIMO systems.,Computer Architecture,paper
