title,author
Research on Attribute Analysis and Modeling of Color Harmony Based on Objective and Subjective Factors.,Boshi Yin
Online Intelligent Demand Management of Plug-In Electric Vehicles in Future Smart Parking Lots.,Ehab F. El-Saadany
A systematic approach to heterogeneous multiattribute group decision making.,Deng-Feng Li 0001
Fault diagnosis of discrete-event systems based on the symbolic observation graph.,Abderraouf Boussif
Media theory.,Jean-Claude Falmagne
Multiple-solutions RANSAC for finding axes of symmetry in fragments of objects.,Hadi Moradi
Issues of context in information retrieval (IR): an introduction to the special issue.,Amanda Spink
Theoretical Bitcoin Attacks with less than Half of the Computational Power (draft).,Lear Bahack
Mobile Video Streaming over Dynamic Single-Frequency Networks.,Mohamed Hefeeda
CHPS: An Environment for Collaborative Execution on Heterogeneous Desktop Systems.,Aleksandar Ilic
Joint remote preparation of single-photon three-qubit state with hyperentangled state via linear-optical elements.,Li Lv
Mittag-Leffler Synchronization of Delayed Fractional Memristor Neural Networks via Adaptive Control.,Ju H. Park 0001
Supremum Preserving Upper Probabilities.,Dirk Aeyels
Intelligent decision support system for cardiovascular risk prediction using hybrid loss deep joint segmentation and optimized deep learning.,K. Anuradha
Guaranteeing differential privacy for sequence predictions in bike sharing systems.,Bo Huang
Stochastic collocation method for computing eigenspaces of parameter-dependent operators.,Harri Hakula
Website Fingerprinting in the Age of QUIC.,Adrian Perrig
A low-complexity AFF-RLS algorithm using a normalization technique.,Jun-Seok Lim
"Video-gaming, ",Anne Welsh
"Broadening the integer programming audience, the LINDO perspective.",Kevin Cunningham
Multiple Moving Person Tracking Based on the IMPRESARIO Simulator.,Hyun Deok Kim
Towards A Virtual Machine Migration Algorithm Based On Multi-Objective Optimization.,Jun-rong Tang
Why Do Smart Contracts Self-Destruct? Investigating the Selfdestruct Function on Ethereum.,David Lo 0001
The Upper Bound Theorem for Polytopes: an Easy Proof of Its Asymptotic Version.,Raimund Seidel
Redundancy Removal during High-Level Synthesis Using Scheduling Don't-Cares.,Wayne H. Wolf
Simulation of cross-border competitions of free Internet content providers.,Alain Yee-Loong Chong
Finite-time adaptive tracking control for unknown nonlinear systems with a novel barrier Lyapunov function.,Cungen Liu
"Will Science and Consciousness Ever Meat? Complexity, Symmetry and Qualia.",Roger Vergauwen
Deep models for brain EM image segmentation: novel insights and improved performance.,Ahmed Fakhry
Arbitrarily Sparse Polynomial Chaos Expansion for High-Dimensional Parametric Problems: Parametric and Probabilistic Power Flow as an Example.,Bingqing Xia
PR-FCM: A polynomial regression-based fuzzy C-means algorithm for attribute-associated data.,Liyong Zhang
The digitization of cultural practices.,Daniela K. Rosner
Practical Hilbert space approximate Bayesian Gaussian processes for probabilistic programming.,Aki Vehtari
Multi-objective chaotic optimization algorithm and its application in optimal water resources deployment.,Dongguo Shao
Cloud Removal Based on Sparse Representation via Multitemporal Dictionary Learning.,Antonio J. Plaza
Page flipping vs. clicking: The impact of naturally mapped interaction technique on user learning and attitudes.,Harold R. Robinson
Consensus Analysis of Heterogeneous Multi-Agent Systems with Time-Varying Delay.,Beibei Wang
From private to public common agency.,Bruno Versaevel
Problems and Some Solutions in Customization of Natural Language Database Front Ends.,Fred Damerau
Information security awareness: educating your users effectively.,M. E. Thomson
Particle Swarm Optimization for Antenna Selection in MIMO System.,Wentao Li 0002
Transfer Function Model of Physiological Mechanisms Underlying Temporal Visual Discomfort Experienced When Viewing Stereoscopic 3D Images.,Alan Conrad Bovik
"Sparse Group Lasso: Optimal Sample Complexity, Convergence Rate, and Statistical Inference.",Anru R. Zhang
"Sets of Mutually Orthogonal Latin Squares with ""Like Subsquares, "" II.",Charles E. Roberts
The Deadline Constrained Weighted Completion Time Problem: Analysis of a Heuristic.,Marc E. Posner
The dX(t)=Xb(X)dt+Xσ(X)dW equation and financial mathematics. I.,Josef Stepán
Temporary Tasks Assignment Resolved.,Amitai Armon
A Data Streaming Method for Monitoring Host Connection Degrees of High-Speed Links.,Pinghui Wang
Noninvasive measurement of regional cerebral blood flow and regional cerebral blood volume by near-infrared spectroscopy and indocyanine green dye dilution.,Andreas Nadler
Sliding Mode Observer-Based Control for Uncertain Singular Biological Economic System With Invasion of Alien Species.,Jianyu Zhang
Force field parameters for carbohydrates.,Jürgen Brickmann
Generalised intermediate transforms: methods of computation and potential applications.,Abdulhussain E. Mahdi
"Identification and Doing without It, I: A Situational Classification of Misapplied Personal Identity, with a Formalism for a Case of Multiple Usurped Identity in Marivaux.",Ephraim Nissan
Output Tracking of Boolean Control Networks Driven by Constant Reference Signal.,Jianquan Lu
Models for Evaluating and Planning City Logistics Systems.,Giovanni Storchi
The parity of the number of irreducible factors for some pentanomials.,Ryul Kim
Multimodal image registration based on binary gradient angle descriptor.,Demin Yao
GPR Without a Source: Cross-Correlation and Cross-Convolution Methods.,Evert C. Slob
Graph coloring satisfying restraints.,David Kelly
Drawing cubic graphs with at most five slopes.,Balázs Keszegh
Coverings of complete bipartite graphs and associated structures.,John Shawe-Taylor
Composite particle algorithm for sustainable integrated dynamic ship routing and scheduling optimization.,Angappa Gunasekaran
An intelligent system for pacemaker reprogramming.,Astrid Tholen
Corrigendum: Proximity in Arrangements of Algebraic Sets.,Joachim H. Rieger
The vigilant eating rule: A general approach for probabilistic economic design with constraints.,Florian Brandl
Welch bound-achieving compressed sensing matrices from optimal codebooks.,Gang Wang 0035
Suspension theory for the effect of silt particles on attenuation of compressional waves in marine mud sediments.,Allan D. Pierce
Efficient Energy and Position Aware Routing Protocol for Wireless Sensor Networks.,Chaya Shivalingagowda
Parameter estimation algorithm for ,Jianfei Gu
Derivation and solution of multifrequency radiation diffusion equations for homogeneous refractive lossy media.,Aleksei I. Shestakov
Ubiquitous iris recognition by means of mobile devices.,Andrea Casanova
Removal of EOG artifacts and separation of different cerebral activity components from single channel EEG - An efficient approach combining SSA-ICA with wavelet thresholding for BCI applications.,Gnanou Florence Sudha
Reliability/Performance-Aware Scheduling for Parallel Applications With Energy Constraints on Heterogeneous Computing Systems.,Jianguo Chen
"Light scattering from anisotropic, randomly rough, perfectly conducting surfaces.",Alexei A. Maradudin
A branch-and-price-and-check model for the vehicle routing problem with location congestion.,Edward Lam 0001
Digitalisierung als Politikziel - Teil II - Politisch-praktische Fragen der Verwaltungsautomation.,Hans Peter Bull
Patent Information Needs from a Marketing Manager's Point of View.,Newman H. Giragosian
Onset Neighborhood Density Slows Lexical Access in High Vocabulary 30-Month Olds.,Evan Kidd
Platform Conflicts.,Shane Greenstein
Two Challenges to the Requirement of Substantive General Covariance.,John Earman
The Influence of Flow Experience on Online Consumers' Information Searching Behavior: An Empirical Study of Chinese College Students.,Lin Wang
Design and Performance Evaluation of Metamaterial Inspired MIMO Antennas for Wireless Applications.,Ahmed A. Ibrahim
SC-Hamiltonicity and Its Linkages with Strong Hamiltonicity of a Graph.,Abraham P. Punnen
The Berimbot: A Robotic Musical Instrument as an Outreach Tool for the Popularization of Science and Technology.,Augusto C. P. L. da Costa
Communication complexity tools on recognizable picture languages.,Véronique Terrier
A classification model of railway fasteners based on computer vision.,Bailin Li
Mechanical Performance of Actuators in an Active Orthosis for the Upper Extremities.,Bastian Schmitz
A survey of security issues in wireless sensor networks.,Byrav Ramamurthy
Introduction.,Don Pigozzi
Radar and Communication Spectral Coexistence on Moving Platform with Interference Suppression.,Ailing Zhang
MUSAK: A Multi-Scale Space Kinematic Method for Drone Detection.,Guitao Li
Blade coating analysis of a viscoelastic Carreau fluid using Adomian decomposition method.,Albesha Sarwar
DoraHand: a novel dexterous hand with tactile sensing finger module.,Frank Kirchner
Advances in Databases and Information Systems.,Ladjel Bellatreche
"Classification of multi-lingual tweets, into multi-class model using Naïve Bayes and semi-supervised learning.",Ayaz ul Hassan Khan
Bio-medical entity extraction using support vector machines.,Koichi Takeuchi
From Blindness to Foraging to Sensing to Sociality: an Evolutionary Perspective on Cognitive Radio Networks.,Ala I. Al-Fuqaha
On the Correlation Distribution for a Niho Decimation.,Nian Li
Synchronisation analysis for coupled networks with multiple delays.,Bonan Huang
An Optimal Resonant Frequency Band Feature Extraction Method Based on Empirical Wavelet Transform.,Chengjiang Zhou
A hybrid three-stage flowshop problem: Efficient heuristics to minimize makespan.,Abdelhakim Artiba
Source preferences in the context of seeking problem-specific information.,Reijo Savolainen
Elliptic Equations with Degenerate Weights.,Anna Kh. Balci
XML database support for distributed execution of data-intensive scientific workflows.,Joel H. Saltz
Segmentation and classification of breast cancer using novel deep learning architecture.,S. Gomathi 0001
Use of Moon Observations for Characterization of Sentinel-3B Ocean and Land Color Instrument.,Jens Nieke
Histological Image Segmentation and Classification Using Entropy-Based Convolutional Module.,Doo-Hyun Choi
System Identification Approaches for Energy Intake Estimation: Enhancing Interventions for Managing Gestational Weight Gain.,Abigail M. Pauley
A comparison of range-Doppler and wavenumber domain SAR focusing algorithms.,Richard Bamler
Similarity and Categorization: A Review.,Bradley C. Love
LBS Meets Blockchain: An Efficient Method With Security Preserving Trust in SAGIN.,Bohan Li 0001
Bridging the hemispheres in meditation: Thicker callosal regions and enhanced fractional anisotropy (FA) in long-term practitioners.,Arthur W. Toga
"Erratum: Efficient ray sorting for the tracing of incoherent rays [IEICE Electronics Express Vol.9 (2012), No 9 pp 849-854].",Jae-Ho Nah
A strengthening of the Erdős-Szekeres Theorem.,Emily Heath
Exact controllability of stochastic differential equations with multiplicative noise.,Luciano Tubaro
Wiener Index and Remoteness in Triangulations and Quadrangulations.,László A. Székely
Rejecting hydro-biogeochemical model structures by multi-criteria evaluation.,C. Müller
The formal design of distributed controllers with ,Alexandre Genon
Virtual reality demonstration centre.,Martin Göbel
Towards a patient-specific hepatic arterial modeling for microspheres distribution optimization in SIRT protocol.,Costanza Simoncini
Facility Location with Matroid or Knapsack Constraints.,Amit Kumar 0001
A GRASP-based network re-optimization strategy for improving RWA in multi-constrained optical transport infrastructures.,Francesco Palmieri 0002
